ID,Title,Version,Status,Priority,Severity,Type,Reproducibility,Reporter,Assignee,Description,"Expected results","Steps to reproduce",Device,Tags,Comments,"Created at","Updated at"
635,"too many highlights are present in the reviews but in positives only 1 highlight is coming ",17.7test6,Closed,High,Major,Visual,Always,"Nirali Thakkar","Jugal SA","too many highlights are present in the reviews but in positives only 1 highlight is coming","Product name: Lakme Absolute Mattreal Skin Natural Mousse 16h 01 Ivory Fair (25 g)",,"Android Phone Samsung Galaxy Note 3 Android 5.0",,2,"26/04/2017 06:18:43 ","29/05/2017 07:11:46 "
636,"color of apply button in reviews filter is not as per mock",17.7test6,Closed,Medium,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","color of apply button in reviews filter is not as per mock",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 06:23:07 ","27/04/2017 07:31:18 "
637,"when user applies filter in positives or negatives in reviews page, filtered data is not correct",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when user applies filter in positives or negatives in reviews page, filtered data is not correct

Product name: Loreal Professional X-tenso Care straight serum (50 ml)",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 06:47:16 ","27/04/2017 07:33:31 "
638,"when user gives all the highlight yes, it is not visible properly on the page",17.7test6,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","when user gives all the highlight yes, it is not visible properly on the page",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 06:56:20 ","27/04/2017 07:41:29 "
639,"for clickstream of pincode_check and pincode_change, iconselectvalue and page section is mising",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","for clickstream of pincode_check and pincode_change, iconselectvalue and page section is mising",https://www.screencast.com/t/b5ZSJK6a,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"26/04/2017 09:00:20 ","27/04/2017 08:04:41 "
640,"iconselectvalue is missing in View all sellers - (Clevertap) Edit beauty profile click - (Clevertap) Product feedback click",17.7test6,Closed,Low,Minor,Visual,Always,"Nirali Thakkar","Sachin Nayak","iconselectvalue is missing in View all sellers - (Clevertap) Edit beauty profile click - (Clevertap) Product feedback click Review entity (pigmented, moisturizer, etc) click - (Clevertap)


Note: As discussed with sachin, it is not needed",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"26/04/2017 09:18:30 ","09/06/2017 06:09:33 "
641,"in wishlist icon on top of new PD page, click event is not there in clevertap",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","in wishlist icon on top of new PD page, click event is not there in clevertap",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"26/04/2017 10:07:20 ","27/04/2017 08:08:13 "
642,"when clicked on share, on sharing options, clevertap event is not coming proper",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","when clicked on share, on sharing options, clevertap event is not coming proper",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"26/04/2017 10:08:57 ","09/06/2017 06:09:20 "
643,"click stream is not required when clicked on any reco",17.7test6,Closed,High,Major,Functional,Always,"Nirali Thakkar","Sachin Nayak","click stream is not required when clicked on any reco",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"26/04/2017 10:19:06 ","27/04/2017 08:14:07 "
644,"Event issues: ",17.7test6,Resolved,High,Major,Functional,Always,vikram1,"Rahul D",". Guest user taps on write a review no click stream event getting fired even after logging in after login popup
. Click stream not called on write a review from order detail page
. Module_name missing, feature_position and page section missing from click_stream event for write a review
. Filter event getting fired thrice
",,,"Android Phone",,0,"26/04/2017 13:02:53 ","05/05/2017 13:23:54 "
645,"In PD page, below deliver to, text is not as per the mock",1.7.7.test7,Closed,High,Major,Visual,Sometimes,"Nirali Thakkar","Sachin Nayak","In PD page, below deliver to, text is not as per the mock

Note: Attaching the mock

https://www.screencast.com/t/IcCjGtUPrG",,"1. open app; 2. go to any pd page; 3. scroll down","Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"27/04/2017 09:42:08 ","12/05/2017 11:29:42 "
646,"special offer text is not coming in listing page even though special offer is present",1.7.7.test7,Resolved,Medium,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","special offer text is not coming in listing page even though special offer is present",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"27/04/2017 09:45:03 ","12/05/2017 11:58:47 "
647,"In Tap to Filter, t should be capital for 'to'",1.7.7.test7,"Not a Bug",Medium,Minor,Visual,Always,"Nirali Thakkar","Sachin Nayak","In Tap to Filter, t should be capital for 'to'",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"27/04/2017 09:58:47 ","27/04/2017 14:42:55 "
648,"OOS shade is not clickable",1.7.7,Resolved,High,Major,Functional,Always,vikram1,"Rahul D","When user taps on + icon to see pick a shade, user is not able to select out of stock item",,,"Android Phone",,0,"09/05/2017 09:31:59 ","12/05/2017 12:00:16 "
649,"add to cart should come in all the widgets of new PD page",1.7.7,Closed,High,Major,Visual,Always,"Nirali Thakkar","Sachin Nayak","add to cart should come in all the widgets of new PD page",,,"Android Phone Samsung Galaxy Note 3",,0,"11/05/2017 10:58:35 ","09/06/2017 06:08:16 "
650,"when user clicks on create account from fb , and selects internet explorer browser, multiple instance of button is created",1.7.7,Closed,Critical,Critical,Functional,Always,"Nirali Thakkar","Rahul D","when user clicks on create account from fb , and selects internet explorer browser, multiple instance of button is created",,"1. open app; 2. go to my account; 3. click on login; 4. choose fb; 5. click on create account; 6. choose browser IE; 7. now open recent window and open purplle app","Android Phone Samsung Galaxy Note 3",,1,"11/05/2017 11:01:30 ","12/05/2017 11:23:42 "
651,"App crashes when tapped on filter while keyboard is opened",1.7.7,Resolved,High,Major,Functional,Always,vikram1,"Rahul D","User searches for a category on filter and taps on any of the category keeping the keyboard opened, app crashes",,"1. GO to filter page; 2. Go to category filter; 3. Search for hair; 4. Keep the keyboard opened; 5. Now tap on any category which is near to the keyboard","Windows PC",,0,"15/05/2017 09:28:22 ","16/05/2017 09:29:36 "
652,"when user opens shop tab, widget imoression which is visible on the page is not getting fired, user has to manually scroll",1.7.8.test4,"Not a Bug",High,Major,Functional,Always,"Nirali Thakkar","Rahul D","when user open shop tab, widget impression which is visible on the page is not getting fired, the user has to manually scroll",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,1,"16/05/2017 07:27:16 ","25/05/2017 11:09:28 "
653,"Shades not shown for ""Maybelline Color Show Nail Color Hooked-on-Pink 212 (6 ml)"" product",1.7.8,Deferred,Medium,Minor,Usability,Always,vikram1,"Rahul D","User is not able to see the shades colors for ""Maybelline Color Show Nail Color Hooked-on-Pink 212 (6 ml)"" product",,"1. GO to above said product's pd page; 2. Go to shades; 3. See shades colors not coming","Android Phone",,0,"18/05/2017 07:51:02 ","22/08/2017 05:14:04 "
654,"Issues reported by Suyash.",1.7.8,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D","1. Color code of rating in My Wishlist from drawer menu
https://www.screencast.com/t/7G5NAzcXp

2. Story List page -- video icon missing",,,,,1,"20/05/2017 06:36:16 ","25/05/2017 11:07:24 "
655,"SMS read permission failed at the time of OTP ",1.7.9.test1,Closed,High,Major,,Always,"Nikhil Teredesai","Rahul D","SMS read permission failed at the time of OTP . When user changes phone mumber from address then user should get sms permission pop up for OTP access.",,"1. Go to app permission in Settings; 2. Disable sms permission; 3. now lauch the app and change phone number of address; 4. ask for otp",,,0,"22/05/2017 07:30:32 ","24/05/2017 07:46:52 "
656,"Photo upload failed for My Profile on Android OS 7",1.7.9.test1,Closed,High,Major,Functional,Always,"Nikhil Teredesai","Rahul D",,,,,,0,"22/05/2017 07:32:16 ","24/05/2017 07:50:43 "
657,"App hangs when user gives GPS permission",1.7.9.test1,Closed,High,Major,,Always,"Nikhil Teredesai","Rahul D","When user deny gps permission in Book, app gangs",,,,,1,"22/05/2017 07:47:58 ","25/05/2017 11:07:35 "
658,"Feature_position for add to cart/add to wishlist/notify me going default from product list page from megamenu page",1.7.9.test2,Resolved,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user performs add to cart/add to wishlist/notify me from product list page which appears from Megamenu, feature_position going default",,"1. GO to megamenu for ex skin; 2. GO to product list page","Android Phone",,2,"23/05/2017 14:22:22 ","25/05/2017 13:00:39 "
659,"Add to cart not firing from view all page of widgets",1.7.9.test2,New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user does add to cart from view all pages of widgets, add to cart event is not firing. Its working only from product detail page's widgets",,,"Android Phone",,0,"23/05/2017 14:24:27 ","24/05/2017 07:49:48 "
660,"Same item_position is going for every item's add to cart from pair up widget",1.7.9.test2,Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user does add to cart from pd page, pair up widget popup  slider appears on pd page, when user taps 'add to cart' from any of the item from this popup slider, 'feature_position' is going same for all the items",,"1. GO to pd page; 2. Tap on add to cart; 3. See popup slider appears; 4. tap on add to cart from any of the product and see the feature_position; 5. Its going same for any product","Android Phone",,2,"23/05/2017 14:27:41 ","25/05/2017 12:55:11 "
661,"app crash on my fav list page",1.7.9.test2,Closed,High,Major,Functional,Always,vikram1,"Jugal SA","Login with below ccredentials and go to my favourites page and scroll down

vikram.j@purplle.com
viks123",,,"Android Phone",,1,"23/05/2017 14:28:28 ","11/08/2017 06:28:25 "
662,"Feature_position appearing ""top""  for add to cart event from products used in this collection'",1.7.9.test2,Closed,High,Major,Functional,Always,vikram1,"Sachin Nayak","When user does 'add to cart' from 'products used in this collection' from story details page, feature_position appears as default",,"1. Go to story details page; 2. Go to products used in this collection; 3. Tap on add to cart; 4. See feature_position","Android Phone",,2,"23/05/2017 14:31:54 ","25/05/2017 12:39:36 "
663,"Move to wishlist from cart page, add to wishlist event should get fired",1.7.9.test2,New,High,Major,Functional,Always,vikram1,"Varun Bhardwaj","When user performs 'move to wishlist' in cart page, add to wishlist event is not getting fired.",,,"Android Phone",,0,"23/05/2017 14:33:08 ","24/05/2017 08:22:29 "
664,"The entries of 'you should go for"" are appearing twice on app",1.7.9.test2,New,High,Major,Functional,Always,vikram1,ashishv,"When the products are  displayed on chatbot while using it, a new functionality is introduced named as 'you should go for'. Some of the entries in this are appearing twice","Entries shouldnt appear twice thrice","1. GO to chatbot and select shampoo as a category; 2. Keep on giving answers till the products are displayed; 3. Now refer the screenshot","Android Phone",,0,"25/05/2017 08:19:55 ","25/05/2017 08:19:55 "
665,"Icon for wellness is absent on drawer menu",1.7.9.test2,Closed,High,Major,Functional,Always,vikram1,"Rahul D","On drawer menu, there is a link of 'wellness'. Icon for this is missing on drawer menu",,,"Android Phone",,0,"25/05/2017 14:23:06 ","11/08/2017 10:03:30 "
666,"tab heading in the my reviews page is very small",1.7.10test1,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","tab heading in the my reviews page is very small",,"1. open app; 2. login; 3. go to my reviews tab","Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"07/06/2017 11:43:57 ","08/06/2017 12:06:20 "
667,"Instead of read all 10 reviews, it should be view all 10 reviews",1.7.10test1,Closed,Medium,Trivial,Visual,Always,"Nirali Thakkar","Rahul D","Instead of read all 10 reviews, it should be view all 10 reviews",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"07/06/2017 11:45:05 ","08/06/2017 12:07:07 "
668,"when user clicks on delete, confirmation box is not coming",1.7.10test1,Closed,High,Major,Functional,Always,"Nirali Thakkar","Rahul D","when user clicks on delete, confirmation box is not coming

Note: It is present in the mock",,,"Android Phone Samsung Galaxy Note 3 Android 5.0",,0,"07/06/2017 11:46:22 ","08/06/2017 12:09:00 "
